communityname,state,countyCode,communityCode,fold,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,OwnOccQrange,RentLowQ,RentMedian,RentHighQ,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop,murders,murdPerPop,rapes,rapesPerPop,robberies,robbbPerPop,assaults,assaultPerPop,burglaries,burglPerPop,larcenies,larcPerPop,autoTheft,autoTheftPerPop,arsons,arsonsPerPop,ViolentCrimesPerPop,nonViolPerPop
Doltonvillage,IL,?,?,1,23930,2.87,38.14,58.5,1.17,4.53,14,24.66,11.79,12.41,23930,100,36724,80.2,0.28,40.22,29.29,4.66,17.69,39916,14063,14561,13401,6444,15624,12117,11634,1162,4.93,6.65,21.38,12.55,6.76,62.79,16.56,22.26,16.37,22.31,9.68,29.61,12.81,11.36,3.23,70.37,67.79,86.83,72.46,68.41,75.79,607,3.18,1039,5.49,7.12,11.55,15.11,0.24,0.31,0.5,0.66,91.77,0.83,5.94,4.7,2.83,2.9,2.45,85.93,2.75,25.72,3,257,97.01,83.78,2.33,30.35,1961,1.16,0.28,54700,65100,74900,20200,384,451,514,130,526,24.1,21,12.7,0,0,4.34,75.17,58.15,95.52,96.42,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.7,5104.5,12.33,?,?,?,?,0,?,0,0,?,?,78,313.81,38,152.88,215,864.98,1039,4180.08,317,1275.35,1,4.02,?,6324.43
Munstertown,IN,?,?,1,19949,2.76,0.44,95.21,3.61,2.65,12.94,20.71,10.25,15.13,19949,100,48483,77.12,0.55,67.37,35.1,1.14,20.7,52340,21529,20861,19388,0,41543,18766,14739,249,1.27,5.04,12.33,33.16,2.81,61.56,19.83,30.14,5.81,42.29,4.13,23.91,6.05,5.14,3.12,90.61,89.64,98.88,88.92,62.78,66.81,51,0.31,1262,4.28,4.91,6.81,13.47,0.27,0.31,0.43,0.85,89.28,1.26,3.78,3.03,2.72,2.82,1.95,92.01,0.57,23.09,3,167,97.74,88.83,0,29.94,1966,0.1,0,81200,102400,138000,56800,403,461,519,116,558,23.4,16.9,12.1,0,0,6.33,54.37,65.83,85.55,86.78,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7.8,2553.6,4.44,?,?,?,?,0,?,3,14.58,2,9.72,6,29.15,30,145.76,59,286.66,498,2419.59,58,281.8,1,4.86,199.2,2992.91
Newberrytown,SC,?,?,1,10542,2.67,41.48,57.56,0.56,0.69,17.69,29.26,16.71,16.07,0,0,19063,68.09,0.23,25.86,36.39,12.4,14.54,25025,9397,12399,5243,0,10859,0,16393,2468,25.22,18.7,39.06,14.77,9.13,51.53,29.92,24.24,27.25,20.22,8.38,38.79,12.05,10.44,3.14,52,47.91,56.31,62.31,77.45,76.76,897,10.7,61,18.03,18.03,18.03,67.21,0.1,0.1,0.1,0.39,97.15,0.23,6.23,4.18,2.49,2.42,2.61,59.97,4.76,49.74,3,295,93.05,61.75,3.73,64.07,1961,16.32,0.76,32400,47200,69700,37300,118,197,258,140,278,25.9,19.5,14.8,0,0,0.58,82.22,54.36,83.36,92.66,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6.5,1633.9,0,?,?,?,?,0,?,0,0,5,47.14,15,141.42,142,1338.74,82,773.07,465,4383.9,16,150.84,1,9.43,1527.29,5317.24
NorthTonawandacity,NY,63,53682,1,34989,2.57,0.16,98.92,0.37,0.79,12.76,24.82,11.74,13.45,34989,100,29576,76.08,0.25,50.68,32.44,5.96,19.93,34987,12722,12808,12167,16003,5180,4567,7669,2113,6.07,7.31,20.21,15.16,5.64,63.82,25.29,25.4,16.52,22.72,7.51,27.69,9.3,8.45,3.11,79.23,79.54,83.99,84.98,66.17,74,450,1.7,1183,3.89,5.66,9.3,12,0.13,0.19,0.31,0.41,93.22,0.57,3.62,2.57,2.56,2.83,1.98,75.22,1.31,39.01,3,366,97.39,67.94,5.46,48.63,1953,1.77,0.28,53400,68100,86700,33300,257,331,399,142,388,24.6,19.1,14,0,0,3.38,84.72,66.61,84.54,96.95,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,10.5,3344,0.62,?,?,?,?,0,?,1,3.04,1,3.04,9,27.38,17,51.71,177,538.42,622,1892.07,43,130.8,3,9.13,85.17,2570.42
Redlandscity,CA,?,?,1,60394,2.75,3.83,79.59,4.42,18.96,14.97,27.56,13.53,10.33,60394,100,37073,79.04,0.7,43.96,22.9,7.29,18.12,43200,17825,19791,11465,13749,13588,8053,9402,5232,8.98,5.71,15.38,31.26,4.78,63.25,9.58,34.83,8.49,37.1,9.38,29.86,14.38,12.03,3.19,75.19,72.29,82.51,78.27,55.46,64.88,1032,2.24,6289,17.3,28.84,40.93,47.86,1.8,3,4.26,4.98,82.36,3.07,6.32,4.45,2.65,2.79,2.45,62.36,5.37,44.97,3,1204,94.81,59.24,1.16,19.35,1971,2.5,0.09,107200,144300,193400,86200,434,527,640,206,588,26.9,23.5,11.5,92,26,10.41,47.86,40.05,70.44,83.84,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,25.2,2398.1,0.37,?,?,?,?,0,?,5,7.71,21,32.38,150,231.3,296,456.44,975,1503.47,1620,2498.07,616,949.88,16,24.67,727.83,4976.1
Avondalecity,AZ,?,?,1,16169,3.29,4.62,58.93,1.26,51.15,17,30.79,14.96,6.51,0,0,24292,79.07,0.67,20.69,15.52,16.57,11.66,26520,8990,11497,4500,3863,7935,5541,5363,4493,28.22,27.72,42.85,9.37,11.09,55,15.68,17.33,19.07,17.95,11.36,31.81,14.09,12.74,3.68,67.21,58.91,66.44,69.57,52.38,56.19,824,5.48,1699,18.89,27.07,35.14,40.67,1.99,2.84,3.69,4.27,56.85,8.21,13.74,10.8,3.23,3.29,3.14,62.03,17.88,49.96,3,662,88.13,60.91,4.53,18.88,1976,14.52,0.43,41900,62900,111600,69700,185,308,379,194,393,28.9,22.1,15.6,0,34,10.51,47.15,42.75,79.38,81.53,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,22.9,705.2,0.71,?,?,?,?,0,?,1,4.68,9,42.11,23,107.61,134,626.93,601,2811.83,794,3714.79,142,664.36,16,74.86,781.32,7265.84
Lafayettecity,CO,?,?,1,14548,2.7,0.98,88.96,2.17,14.87,11.14,24.93,9.09,5.29,0,0,34182,88.48,0.88,40.48,13.23,3.85,8.43,36533,14405,14714,14139,11262,15085,10704,10109,1220,8.43,5.45,14.97,28.11,3.93,76.18,24.71,21.6,12.94,30.83,12.71,24.84,16.83,14.83,3.2,75.31,75.17,84.61,72.52,68.96,75.54,105,1.17,767,14.21,29.6,33.38,53.98,0.75,1.56,1.76,2.85,88.69,1.99,4.74,3.36,2.69,2.77,2.51,73.88,3.52,44.23,3,383,93.37,71.96,0.52,32.9,1978,2.58,0,68000,82100,94000,26000,349,449,558,209,523,28.4,23.7,14.8,9,0,5.27,42.77,41.11,73.53,82.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7.1,2035.3,2.24,?,?,?,?,0,?,0,0,0,0,6,33.89,59,333.24,111,626.94,542,3061.28,28,158.15,7,39.54,367.13,3885.91
Oshkoshcity,WI,139,60500,1,55006,2.62,0.79,96.25,2.18,0.83,18.61,34.4,21.34,12.2,55006,100,25168,76.65,0.38,51.01,29.36,6.39,15.68,31773,11843,11975,6964,8532,8554,6770,6737,6325,12.63,8.38,21.39,19.6,4.82,61.2,26.92,25.33,18.98,23.77,8.17,38.71,10.11,9.2,2.99,75.13,75.23,83.97,74.09,63.63,73.08,620,1.67,1563,16.7,22.33,28.98,41.97,0.47,0.63,0.82,1.19,95.35,0.57,3.38,2.19,2.39,2.55,2.17,60.88,1.46,46.98,3,870,96.01,56.98,0.57,35.63,1952,2.57,0.37,41600,53800,70600,29000,243,315,380,137,379,25.7,20.4,13,13,0,2.84,82.55,47.64,76.13,93.97,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,18.6,2959.7,1.89,?,?,?,?,0,?,5,8.82,19,33.52,7,12.35,57,100.56,479,845.07,2625,4631.1,112,197.59,10,17.64,155.25,5691.4
Tukwilacity,WA,?,?,1,11874,2.11,6.36,82.79,7.41,3.67,10.54,30.87,14.08,8.16,11874,100,30141,84.74,0.32,39.91,16.5,6.21,13.6,33460,15982,16824,12820,9296,13147,6981,9775,1103,9.33,4.32,15.18,19.28,4.77,72.35,24.5,14.08,14.47,24.17,18.11,38.73,20.19,19.11,2.84,64.7,62.08,78.45,65.34,58.72,68.84,217,2.95,834,21.94,35.73,45.08,52.04,1.54,2.51,3.17,3.66,89.93,1.58,3.52,1.79,2.09,2.36,1.92,44.26,4.31,71.75,2,333,94.42,39.32,0.3,21.62,1970,2.68,0,73100,93900,121900,48800,374,433,512,138,488,22.9,19.2,11.4,2,1,7.02,51.78,39.89,75.63,83.39,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8.5,1404.9,8.04,?,?,?,?,0,?,3,23.46,41,320.61,70,547.39,95,742.88,301,2353.77,2481,19401,288,2252.11,14,109.48,1634.34,24116.36
Dublincity,CA,?,?,1,23229,3.42,11.49,77.75,6.04,10.46,12.28,31.36,14.01,3.15,23229,100,53710,91.86,0.9,48.86,11.54,4.19,11.37,55924,17056,19305,5883,9684,16258,8011,10668,794,4.23,1.9,14.13,24.07,3.52,59.36,14.86,16.05,7.69,30.94,13.11,38.1,14.43,13.69,3.2,82.44,80.04,90.2,82.85,66.41,72.22,1030,6.51,1928,7.94,14.83,25.99,32.57,0.66,1.23,2.16,2.7,86.56,1.48,5.32,4.13,2.86,2.96,2.69,67.22,2.59,26.14,3,190,97.28,65.13,0,11.05,1972,0.6,0.09,207500,240900,304200,96700,702,811,931,229,884,26.5,26.6,12.3,0,0,8.3,55.25,37.34,59.44,85.53,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8.9,2618.2,2.12,?,?,?,?,0,?,0,0,1,3.81,16,60.9,49,186.52,120,456.78,490,1865.17,61,232.2,2,7.61,251.23,2561.76
Breacity,CA,?,?,1,32873,2.69,1.08,86.96,6.22,15.45,13.3,27.95,13.44,8.62,32873,100,51253,86.4,0.36,49.51,18.84,3.54,13.79,58187,21407,22025,18108,17265,18521,15469,14209,1160,3.55,4.6,12.59,30.99,3.31,72.58,21.6,21.65,8.8,36.82,8.96,31.27,12.71,10.85,3.15,82.69,79.27,90.91,83.82,58.41,69.6,266,1.23,4092,14.78,24.07,33.87,39.98,1.84,3,4.22,4.98,83.1,3.36,5.72,4.16,2.68,2.91,2.28,68.99,5.15,45.05,3,424,96.65,63.51,3.3,16.51,1974,1.28,0.21,205000,264000,332600,127600,602,701,870,268,749,26.8,23.6,10.8,5,0,12.45,49.29,48.98,75.79,90.35,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,10.3,3178,0.75,?,?,?,?,0,?,3,8.61,5,14.35,51,146.36,69,198.01,309,886.76,1521,4364.92,222,637.09,16,45.92,367.33,5934.68
NorthAugustacity,SC,?,?,1,15351,2.45,15.59,83.14,0.99,0.67,13.39,28.11,12.4,11.49,15366,100,32877,82.64,0.94,39.95,24.31,3.89,17.85,38190,16134,17705,7471,10246,24341,16367,21520,1413,9.28,5.83,18.08,25.47,3.62,65.69,19.93,24.57,11.23,33.68,10.03,25.87,14.45,12.39,2.99,72.42,69.84,84.46,71.03,65.46,70.59,640,5.59,232,13.79,13.79,18.1,22.84,0.21,0.21,0.27,0.35,97.96,0.15,3.02,2.07,2.43,2.59,2.16,67.4,1.82,45.66,3,536,92.13,63.34,2.61,28.54,1966,2.98,0.12,50800,67700,90200,39400,245,328,388,143,422,21.4,16.6,12,0,0,1.51,21.98,51.15,74.62,78.91,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,17,904.5,0.16,?,?,?,?,0,?,0,0,3,16.99,18,101.92,78,441.65,170,962.57,500,2831.1,74,419,1,5.66,560.56,4218.33
Tallahasseecity,FL,?,?,1,124773,2.47,29.09,68.24,1.75,3,23.68,42.67,28.84,7.94,124773,100,23453,85.3,0.67,38.24,17.18,4.59,11.89,34764,13247,15763,7676,11546,10151,8050,9096,25518,22.32,5.59,14.48,40.72,5.56,63.45,3.6,33.42,6.23,37.49,9.32,48.87,13.45,11.51,2.93,61.16,57.44,70.74,62.15,72.28,78.45,5233,7.88,5615,24.42,32.56,43.94,52.06,1.1,1.47,1.98,2.34,92.68,0.85,3.55,1.92,2.26,2.48,2.08,49.61,4.27,58.18,2,4779,91.35,45.17,2.24,16.91,1974,3.43,0.27,52100,72400,99000,46900,265,353,449,184,444,31.2,19.4,12.8,148,30,4.5,48.67,34.91,58.18,81.03,288,212.14,275,202.56,280695,206759.8,974.6,212.1,87.98,71.97,18.15,1.59,0,19.75,19,7,109.8,65.6,1903.4,2.82,218,18107294,95.49,5,6.6,133378.2,9,6.63,137,100.91,790,581.91,1754,1292,3970,2924.3,10701,7882.35,2065,1521.08,30,22.1,1981.45,12349.83
Princetonborough,NJ,21,60900,1,12016,3.68,8.51,82.51,7.07,5.13,35.5,53.13,43.59,9.15,0,0,43092,79.6,0.22,66.08,26.4,2.6,15.66,60927,21551,24230,10497,10973,7315,5790,7352,687,9.64,7.05,11.6,66.02,3.21,57.12,6.79,62.67,2.64,50.5,4.26,67.29,7.75,5.92,2.79,78.23,75.42,84.53,82.2,58.73,66.72,116,2.58,2061,29.55,48.52,54.25,59.19,5.07,8.32,9.3,10.15,80.21,2.43,3.75,2.17,2.16,2.38,2,47.48,2.85,48.12,3,249,92.91,43.19,4.82,34.54,1939,0.46,0,206700,286400,439200,232500,469,673,894,425,740,23.6,21.4,14.9,0,0,17.15,21.23,30.25,41.08,49.8,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.9,6306.9,5.17,?,?,?,?,0,?,0,0,0,0,4,33.55,6,50.33,97,813.69,487,4085.23,16,134.22,1,8.39,83.89,5041.52
Menomoniecity,WI,33,51025,1,13547,3.13,1.2,94.56,3.5,0.82,31.69,52.12,42.5,9.81,0,0,21392,76.91,0.99,53.73,26.53,6.35,14.03,31331,9573,9874,3661,5860,2605,11646,8089,3066,28.82,12.93,19.79,30.23,7.56,54.07,16,29.64,11.01,26.8,4.27,60.91,6.21,5.29,2.99,75.39,75.76,77.8,70.89,64.79,71.28,172,2.52,446,31.61,35.43,48.43,57.17,1.04,1.17,1.59,1.88,94.38,0.85,3.8,3.93,2.46,2.51,2.42,45.57,2.54,54.17,2,216,95.24,44.64,0.46,39.81,1966,1.36,0.15,40900,53400,69400,28500,227,297,381,154,366,32,16.3,12.8,6,0,3.29,62.41,31.89,47.27,77.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,11.7,1161.2,0.22,?,?,?,?,0,?,0,0,2,13.29,2,13.29,2,13.29,108,717.66,787,5229.58,35,232.57,3,19.93,39.87,6199.75
Sturgiscity,MI,149,76960,1,10130,2.56,0.75,97.92,0.62,1.33,13.6,26.4,11.91,14.14,0,0,23642,72.1,0.37,36.01,34.62,7.37,17.03,30382,11981,12088,4239,11079,11351,4350,4749,1176,11.86,10.41,25.24,12.26,5.25,60.57,38.51,17.43,29.51,17.43,11.21,25.77,15.88,13.78,3.08,67.94,66.02,74.81,77.51,71.32,75.33,68,0.82,205,15.61,27.32,33.66,33.66,0.32,0.55,0.68,0.68,96.1,0.25,3.99,2.73,2.5,2.71,2.16,66.93,1.54,45.7,3,193,95.35,61.64,1.04,23.32,1950,13.48,0.17,30400,40200,57000,26600,212,275,331,119,322,26.5,16.8,13.5,0,0,2.02,64.57,54.96,84.78,90.51,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5.3,1925.9,0.09,?,?,?,?,0,?,0,0,?,?,2,19.08,21,200.38,57,543.89,310,2958.02,16,152.67,2,19.08,?,3673.66
Alpharettacity,GA,?,?,1,13002,2.47,2.55,95.22,1.36,1.85,11.05,27.67,11.56,6.1,12814,98.55,44335,89.31,1.35,45.26,14.97,1.94,8.92,49356,20519,20840,14018,14594,19440,10159,13921,481,3.73,2.21,7.51,36.94,2.63,75.34,11.98,17.67,4.96,37.48,9.76,24.84,15.61,12.84,2.95,80.28,80.8,92.68,74.03,57.84,67.58,89,1.15,634,24.45,38.49,48.58,53,1.19,1.88,2.37,2.58,91.65,1.21,2.05,1.41,2.45,2.67,2.15,62.19,1.01,46.15,3,622,89.43,57,0.48,16.88,1985,0.19,0.25,87600,119800,169200,81600,493,548,612,119,630,22.8,24.1,12.6,0,0,4.88,35.31,30.38,47.97,66.1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,19.7,659.9,1.14,?,?,?,?,0,?,0,0,0,0,0,0,13,60.9,95,445.03,340,1592.73,44,206.12,0,0,60.9,2243.88
Jeffersontownship,NJ,27,34980,1,17825,2.82,0.76,98.02,0.81,2.23,12.38,24.91,11.1,7.36,7850,44.04,48889,88.72,0.38,51.57,17.62,2.86,14.05,52590,19810,19860,14616,31077,14199,27302,19877,431,2.43,5.05,12.9,25.01,2.94,74.05,14.69,21.66,10.86,30.03,7.96,27.12,9.33,8.64,3.21,86.32,84.47,95.42,75.55,56.44,68.7,64,0.58,805,0.99,3.6,7.95,8.82,0.04,0.16,0.36,0.4,92.14,0.85,3.94,3.08,2.81,2.89,2.3,88.34,1.18,36.84,3,785,88.97,85.78,2.55,75.92,1961,1.17,1.01,130100,161200,194400,64300,512,639,819,307,788,28,24.9,16.1,0,0,4.52,69.96,63.58,80.14,93.73,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,42.2,422.4,2.22,?,?,?,?,0,?,0,0,0,0,1,5.42,12,64.99,81,438.67,150,812.35,16,86.65,2,10.83,70.4,1348.5
StevensPointcity,WI,97,77200,1,23006,2.79,0.51,95.73,2.79,0.85,25.97,45.62,33.52,11.04,0,0,22194,74.76,0.69,53.59,30.43,7.35,14.93,30450,10282,10561,4210,3945,2458,6636,5233,4265,21.61,11.51,20.01,23.91,5.96,56.4,12.49,31.46,15.09,25.16,5.65,53.01,7.78,6.76,2.97,73.08,74.2,79.08,72.98,66.73,70.83,257,1.76,792,60.86,69.19,72.22,78.91,2.1,2.38,2.49,2.72,91.29,1.24,4.06,3.04,2.38,2.47,2.29,53.51,1.96,50.04,2,382,95.57,51.58,0.79,23.3,1956,2.55,0.07,41100,51400,65800,24700,251,319,395,144,379,27.5,19.9,14.5,21,0,3.44,79.03,40.95,60.02,89.94,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,13.9,1660.1,0.56,?,?,?,?,0,?,1,4.66,9,41.98,0,0,42,195.9,157,732.28,1182,5513.06,31,144.59,10,46.64,242.54,6436.57
Woodlandcity,CA,?,?,1,39802,2.8,1.26,77.47,3.07,26.16,13.77,26.89,12.18,9.84,0,0,31671,78.68,1.64,37.06,22.64,10.34,13.9,36935,13854,15269,8174,12921,9945,8487,9389,3727,9.59,10.84,23.84,17.03,7.85,64.24,11.76,26.08,15.54,22.7,10.75,26.88,15.27,13.1,3.2,72.38,68.95,80.12,77.49,65.31,74.67,772,2.55,4230,13.24,20.95,28.72,36.78,1.41,2.23,3.05,3.91,77.93,5.43,6.49,4.78,2.75,2.81,2.66,58.53,9.71,48,3,620,95.82,57.19,1.94,23.87,1972,4.04,0.36,101200,131300,164100,62900,350,431,514,164,484,26.1,21.8,11.4,57,5,10.63,60.72,43.89,76.24,90.8,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,9.5,4187.9,0.6,?,?,?,?,0,?,2,4.65,29,67.42,32,74.4,184,427.78,483,1122.92,1020,2371.38,298,692.81,47,109.27,574.24,4296.38
NorthBrunswicktownship,NJ,23,52560,1,31287,2.71,11.07,80.05,6.81,5.81,13.41,29.96,14.37,8.64,31287,100,49900,87.07,0.56,53.16,20.78,3.06,12.25,57156,21734,22709,16857,15970,21284,12197,14576,786,2.67,6.11,16.13,32.71,3.08,70.47,19.2,22.93,11.37,33.94,7.57,34.89,10.25,8.91,3.04,81.65,79.76,91.14,86.01,67.83,74.43,478,2.71,4686,15.39,26.12,35.02,42.77,2.3,3.91,5.24,6.41,79.26,3.33,3.43,2.48,2.55,2.77,2.16,69.98,2.88,55.58,2,631,94.82,64.55,1.11,29.32,1975,0.62,0.12,142900,179800,235100,92200,558,662,807,249,735,24.9,23.1,15.4,8,0,14.98,54.61,48.19,73.61,84.95,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,12.5,2508.1,8.09,?,?,?,?,0,?,0,0,7,21.47,42,128.85,45,138.05,258,791.48,748,2294.69,175,536.86,8,24.54,288.37,3647.57
Springfieldcity,OH,23,74118,1,70487,2.59,17.38,81.61,0.51,0.65,16.05,28.26,15.37,13.59,70487,100,21407,69.94,0.31,30.37,31.35,14.47,20.99,26838,10648,11196,8112,5418,15847,3530,7654,13999,20.87,9.79,31.67,10.88,8.74,53.25,23.26,27.3,21.54,21.14,12.56,30.85,15.9,14.39,3.06,62.98,58.23,65.59,60.85,59.71,65.42,2855,5,765,15.42,20,22.48,26.93,0.17,0.22,0.24,0.29,97.1,0.28,4.94,3.37,2.47,2.53,2.41,56.97,2.14,51.98,2,2315,92.17,55.8,8.42,46.39,1946,8.94,0.58,31300,42000,58600,27300,180,247,316,136,351,27.6,17.1,13.1,2,8,1.09,78.59,50.9,84.72,91.94,101,142.86,94,132.96,108785,153872.8,1077.1,142.9,86.22,94.06,3.96,1.98,0,5.94,6,9,52.8,20.2,3485.1,1.06,45,5653511,93.07,0,5.94,79967.1,6,8.49,59,83.45,208,294.21,786,1111.77,963,1362.13,4048,5725.76,457,646.41,6,8.49,1497.92,7742.79
Richfieldcity,MN,53,54214,1,35710,2.3,2.61,93.49,2.81,1.07,10.55,26.37,12.16,15.75,35710,100,32405,79.89,0.48,53.98,29.94,4.4,19.53,39977,15992,16425,10234,8998,8594,17976,11804,1969,5.55,4.34,11.92,20.91,3.61,68.81,16.33,22.03,12.22,25.24,9.26,31.14,11.61,10.51,2.85,73.49,74.37,85.37,72.93,74.61,80.98,503,1.93,1406,8.89,14.65,25.11,52.2,0.35,0.58,0.99,2.06,94.5,0.73,2.81,1.77,2.29,2.53,1.79,74.06,1.64,50.99,2,543,96.63,66.92,0.18,18.05,1956,0.85,0,74600,84800,94700,20100,394,438,521,127,457,27,20.3,11.4,0,0,3.94,69.35,58.81,84.59,91.27,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7.1,5009.5,6.04,?,?,?,?,0,?,0,0,?,?,39,112.22,69,198.54,372,1070.38,1126,3239.91,167,480.52,5,14.39,?,4805.2
Corsicanacity,TX,?,?,1,22911,2.67,25.51,67.85,0.92,9.09,15.84,27.12,14.35,15.63,0,0,21238,68.76,1.66,29,34.44,8.44,15.38,26059,10954,13426,5493,5342,7163,6145,6270,4578,21.04,16.58,35.92,15.48,8.15,53.5,17.17,25.85,20.91,23.05,10.25,28.83,13.76,12.16,3.11,67.01,59.85,74.1,77.02,60.71,71.12,688,3.57,970,21.55,29.69,39.18,63.61,0.91,1.26,1.66,2.69,90.42,1.78,6.05,4.25,2.54,2.49,2.62,59.83,5.99,49.7,3,1054,89.05,61.03,2.94,60.63,1963,12.35,0.49,26300,43000,67100,40800,165,260,335,170,337,26,19.9,14.5,5,0,4.24,80.94,51.89,82.07,94.35,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,21.6,1062.7,0.19,?,?,?,?,0,?,0,0,28,119.98,38,162.83,93,398.51,383,1641.17,1227,5257.75,59,252.82,21,89.99,681.32,7241.72
Wabashcity,IN,?,?,1,12127,2.58,0.54,97.63,0.41,1.15,13.14,25.76,12.72,13.9,0,0,25141,78.47,0.83,38.52,31.38,6.23,17.96,29813,11170,11350,417,6578,3135,4865,8752,1382,11.79,10.91,31.91,10.07,6.72,61.21,40.24,18.96,32.61,15.53,10.35,24.33,13.69,12.13,3.03,75.76,71.32,79.54,75.58,76.3,78.78,148,1.45,133,0,23.31,23.31,23.31,0,0.26,0.26,0.26,96.59,0.55,3.79,2.7,2.5,2.62,2.26,69.07,1.68,41.14,3,244,95.06,65.83,0.82,41.8,1950,11,0.38,29400,39000,54100,24700,202,247,293,91,305,24.4,15.2,12.3,14,0,1.1,77.22,56.5,87.49,95.03,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5.5,2204.9,0.35,?,?,?,?,0,?,0,0,2,16.18,1,8.09,21,169.92,73,590.66,190,1537.34,24,194.19,1,8.09,194.19,2330.29
Woostercity,OH,169,86548,1,22191,2.58,3.49,95.03,1.17,0.63,18.31,29.7,18.07,12.58,0,0,27148,77.4,0.45,48.2,28.3,7.74,16.65,32801,14283,14618,8449,13846,9267,4923,17914,2603,12.69,6.41,20.68,23.99,5.93,60.43,25.26,28.65,18.99,26.89,9.29,32.73,13.31,11.46,2.97,73.14,71.98,76.73,77,55.53,68.31,343,2.05,496,29.44,39.72,44.76,50.81,0.66,0.89,1,1.14,96.01,0.19,3.4,2.38,2.39,2.6,2.1,62.62,1.15,44.9,3,416,95.39,57.48,2.4,27.16,1959,4.35,0.38,51700,70300,95900,44200,221,293,361,140,363,23.6,18.8,12.1,0,0,2.24,69.56,45.18,76.13,86.81,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,12.2,1813.5,0.91,?,?,?,?,0,?,0,0,8,35.33,7,30.91,27,119.24,147,649.18,718,3170.82,29,128.07,7,30.91,185.48,3978.98
